,aspect_term,polarity,review_text
1081,['crowds'],2,"['i', 'usually', 'go', 'there', 'later', 'at', 'night', 'when', 'i', 'get', 'off', 'work', 'so', 'i', ""don't"", 'have', 'to', 'deal', 'with', 'aspect', 'term', 'or', 'lines']"
1082,['pizza'],0,"['aspect', 'term', 'here', 'is', 'consistently', 'good']"
1083,['shows'],0,"['we', 'had', 'a', 'great', 'tiem', 'watching', 'the', 'aspect', 'term', 'and', 'characters', 'and', 'ar', 'food', 'was', 'just', 'what', 'we', 'were', 'looking', 'for']"
1084,['food'],0,"['we', 'had', 'a', 'great', 'tiem', 'watching', 'the', 'shows', 'and', 'characters', 'and', 'ar', 'aspect', 'term', 'was', 'just', 'what', 'we', 'were', 'looking', 'for']"
1085,['characters'],0,"['we', 'had', 'a', 'great', 'tiem', 'watching', 'the', 'shows', 'and', 'aspect', 'term', 'and', 'ar', 'food', 'was', 'just', 'what', 'we', 'were', 'looking', 'for']"
1086,['waiter'],2,"['after', '2', 'tries', 'by', 'the', 'aspect', 'term', 'to', 'take', 'it', 'away', 'we', ""hadn't"", 'even', 'looked', 'at', 'it', 'yet', 'we', 'had', 'full', 'beers', 'yet', 'to', 'drink', 'the', 'manager', 'approached', 'and', 'told', 'us', 'they', 'needed', 'the', 'table', 'for', 'people', 'with', 'reservations']"
1087,['beers'],1,"['after', '2', 'tries', 'by', 'the', 'waiter', 'to', 'take', 'it', 'away', 'we', ""hadn't"", 'even', 'looked', 'at', 'it', 'yet', 'we', 'had', 'full', 'aspect', 'term', 'yet', 'to', 'drink', 'the', 'manager', 'approached', 'and', 'told', 'us', 'they', 'needed', 'the', 'table', 'for', 'people', 'with', 'reservations']"
1088,['manager'],2,"['after', '2', 'tries', 'by', 'the', 'waiter', 'to', 'take', 'it', 'away', 'we', ""hadn't"", 'even', 'looked', 'at', 'it', 'yet', 'we', 'had', 'full', 'beers', 'yet', 'to', 'drink', 'the', 'aspect', 'term', 'approached', 'and', 'told', 'us', 'they', 'needed', 'the', 'table', 'for', 'people', 'with', 'reservations']"
1089,['reservations'],0,"['after', '2', 'tries', 'by', 'the', 'waiter', 'to', 'take', 'it', 'away', 'we', ""hadn't"", 'even', 'looked', 'at', 'it', 'yet', 'we', 'had', 'full', 'beers', 'yet', 'to', 'drink', 'the', 'manager', 'approached', 'and', 'told', 'us', 'they', 'needed', 'the', 'table', 'for', 'people', 'with', 'aspect', 'term']"
1090,['dinner'],2,"[""wouldn't"", 'recomend', 'it', 'for', 'aspect', 'term']"
1091,['sauce'],2,"['aspect', 'term', 'was', 'watery', 'and', 'the', 'food', ""didn't"", 'have', 'much', 'flavor']"
1092,['food'],2,"['sauce', 'was', 'watery', 'and', 'the', 'aspect', 'term', ""didn't"", 'have', 'much', 'flavor']"
1093,['flavor'],2,"['sauce', 'was', 'watery', 'and', 'the', 'food', ""didn't"", 'have', 'much', 'aspect', 'term']"
1094,['sangria'],0,"['my', 'husband', 'and', 'i', 'enjoy', 'aspect', 'term']"
1095,"['indian', 'cuisine']",0,"['but', 'after', 'last', 'night', 'spice', 'grill', 'is', 'the', 'only', 'place', ""i'm"", 'eating', 'aspect', 'term']"
1096,"['pasta', 'dish']",0,"['we', 'both', 'opted', 'for', 'a', 'aspect', 'term', 'and', 'they', 'were', 'served', 'timely', 'and', 'fresh']"
1097,['served'],0,"['we', 'both', 'opted', 'for', 'a', 'pasta', 'dish', 'and', 'they', 'were', 'aspect', 'term', 'timely', 'and', 'fresh']"
1098,['bread'],2,"['first', 'the', 'wrong', 'aspect', 'term', 'came', 'out', 'with', 'the', 'appetizer', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'glass', 'of', 'wine', 'for', 'my', 'main', 'course']"
1099,['appetizer'],1,"['first', 'the', 'wrong', 'bread', 'came', 'out', 'with', 'the', 'aspect', 'term', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'glass', 'of', 'wine', 'for', 'my', 'main', 'course']"
1100,"['glass', 'of', 'wine']",1,"['first', 'the', 'wrong', 'bread', 'came', 'out', 'with', 'the', 'appetizer', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'aspect', 'term', 'for', 'my', 'main', 'course']"
1101,"['main', 'course']",1,"['first', 'the', 'wrong', 'bread', 'came', 'out', 'with', 'the', 'appetizer', 'then', 'when', 'i', 'tried', 'to', 'order', 'a', 'second', 'glass', 'of', 'wine', 'for', 'my', 'aspect', 'term']"
1102,['neighborhood'],0,"['not', 'sure', 'where', 'the', 'previous', 'reviewer', 'lonk', 'dined', 'but', 'saul', 'is', 'in', 'a', 'great', 'aspect', 'term', 'and', 'has', 'great', 'food']"
1103,['food'],0,"['not', 'sure', 'where', 'the', 'previous', 'reviewer', 'lonk', 'dined', 'but', 'saul', 'is', 'in', 'a', 'great', 'neighborhood', 'and', 'has', 'great', 'aspect', 'term']"
1104,"['thai', 'food']",0,"['in', 'an', 'area', 'sadly', 'lacking', 'in', 'decent', 'aspect', 'term', 'this', 'is', 'one', 'of', 'the', 'best', 'spots']"
1105,['waiter'],2,"['tell', 'them', 'herky', 'sent', 'you', 'and', 'get', 'a', 'free', 'confused', 'look', 'from', 'the', 'aspect', 'term']"
1106,"['hosting', 'staff']",2,"['make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '15', '20', 'minutes', 'as', 'the', 'aspect', 'term', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'time', 'square']"
1107,['reservations'],2,"['make', 'aspect', 'term', 'but', 'expect', 'to', 'be', 'delayed', '15', '20', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'time', 'square']"
1108,['reservation'],1,"['make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '15', '20', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'seating', 'guests', 'who', 'arrived', 'with', 'a', 'aspect', 'term', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'time', 'square']"
1109,['seating'],2,"['make', 'reservations', 'but', 'expect', 'to', 'be', 'delayed', '15', '20', 'minutes', 'as', 'the', 'hosting', 'staff', 'was', 'having', 'difficulty', 'aspect', 'term', 'guests', 'who', 'arrived', 'with', 'a', 'reservation', 'because', 'they', 'probably', 'had', 'a', 'lot', 'of', 'walk', 'ins', 'being', 'so', 'close', 'to', 'time', 'square']"
1110,['food'],0,"['the', 'aspect', 'term', 'was', 'average', 'or', 'above', 'including', 'some', 'surprising', 'tasty', 'dishes']"
1111,['dishes'],0,"['the', 'food', 'was', 'average', 'or', 'above', 'including', 'some', 'surprising', 'tasty', 'aspect', 'term']"
1112,['specials'],2,"['they', ""don't"", 'seem', 'to', 'place', 'an', 'emphasis', 'on', 'aspect', 'term', 'or', 'fresh', 'ingredients', 'which', 'to', 'me', 'is', 'necessary', 'for', 'good', 'thai']"
1113,['ingredients'],2,"['they', ""don't"", 'seem', 'to', 'place', 'an', 'emphasis', 'on', 'specials', 'or', 'fresh', 'aspect', 'term', 'which', 'to', 'me', 'is', 'necessary', 'for', 'good', 'thai']"
1114,['thai'],1,"['they', ""don't"", 'seem', 'to', 'place', 'an', 'emphasis', 'on', 'specials', 'or', 'fresh', 'ingredients', 'which', 'to', 'me', 'is', 'necessary', 'for', 'good', 'aspect', 'term']"
1115,['apetizers'],1,"['other', 'aspect', 'term', 'and', 'food']"
1116,['food'],1,"['other', 'apetizers', 'and', 'aspect', 'term']"
1117,"['noodle', 'and', 'rices', 'dishes']",0,"['the', 'aspect', 'term', 'taste', 'great']"
1118,['food'],0,"['the', 'aspect', ""term's"", 'as', 'good', 'as', 'ever']"
1119,['crust'],0,"['the', 'aspect', 'term', 'is', 'thin', 'the', 'ingredients', 'are', 'fresh', 'and', 'the', 'staff', 'is', 'friendly']"
1120,['staff'],0,"['the', 'crust', 'is', 'thin', 'the', 'ingredients', 'are', 'fresh', 'and', 'the', 'aspect', 'term', 'is', 'friendly']"
1121,['ingredients'],0,"['the', 'crust', 'is', 'thin', 'the', 'aspect', 'term', 'are', 'fresh', 'and', 'the', 'staff', 'is', 'friendly']"
1122,['bagel'],1,"['also', 'a', 'little', 'more', 'expensive', 'than', 'your', 'average', 'aspect', 'term', 'place']"
1123,['food'],2,"['the', 'aspect', 'term', 'was', 'undercooked', 'the', 'sauce', 'watery', 'and', 'the', 'vegetables', 'raw']"
1124,['vegetables'],2,"['the', 'food', 'was', 'undercooked', 'the', 'sauce', 'watery', 'and', 'the', 'aspect', 'term', 'raw']"
1125,['sauce'],2,"['the', 'food', 'was', 'undercooked', 'the', 'aspect', 'term', 'watery', 'and', 'the', 'vegetables', 'raw']"
1126,"['fried', 'clams']",0,"['and', 'the', 'aspect', 'term', 'had', 'just', 'enough', 'kick', 'to', 'them', 'to', 'make', ""'em"", 'worth', 'eating']"
1127,['sauces'],2,"['the', 'aspect', 'term', 'used', 'are', 'also', 'not', 'that', 'exciting']"
1128,"['lunch', 'menu']",0,"['the', 'secret', 'is', 'the', 'aspect', 'term', 'which', 'offers', 'a', 'complimentary', 'appetizer', 'with', 'every', 'entree', 'ordered']"
1129,['appetizer'],0,"['the', 'secret', 'is', 'the', 'lunch', 'menu', 'which', 'offers', 'a', 'complimentary', 'aspect', 'term', 'with', 'every', 'entree', 'ordered']"
1130,['entree'],0,"['the', 'secret', 'is', 'the', 'lunch', 'menu', 'which', 'offers', 'a', 'complimentary', 'appetizer', 'with', 'every', 'aspect', 'term', 'ordered']"
1131,['rice'],2,"['the', 'aspect', 'term', 'was', 'poor', 'quality', 'and', 'was', 'cooked', 'so', 'badly', 'it', 'was', 'hard']"
1132,['quality'],2,"['the', 'rice', 'was', 'poor', 'aspect', 'term', 'and', 'was', 'cooked', 'so', 'badly', 'it', 'was', 'hard']"
1133,['cooked'],2,"['the', 'rice', 'was', 'poor', 'quality', 'and', 'was', 'aspect', 'term', 'so', 'badly', 'it', 'was', 'hard']"
1134,['champagne'],0,"['we', 'had', 'aspect', 'term', 'and', 'caviar', 'and', 'felt', 'like', 'princesses']"
1135,['caviar'],0,"['we', 'had', 'champagne', 'and', 'aspect', 'term', 'and', 'felt', 'like', 'princesses']"
1136,"['shrimp', 'scampi']",0,"['the', 'aspect', 'term', 'was', 'excellent', 'and', 'the', 'antipasti', 'were', 'plentiful']"
1137,['antipasti'],0,"['the', 'shrimp', 'scampi', 'was', 'excellent', 'and', 'the', 'aspect', 'term', 'were', 'plentiful']"
1138,['dessert'],1,"['when', 'my', 'aspect', 'term', 'came', 'there', 'was', 'a', 'candle', 'in', 'it', 'not', 'because', 'anyone', 'asked', 'for', 'one', 'but', 'because', 'the', 'waiter', 'must', 'have', 'seen', 'me', 'opening', 'my', 'birthday', 'card', 'and', 'gift', 'and', 'said', 'he', 'knew', 'it', 'was', 'a', 'special', 'occassion', 'of', 'some', 'sort']"
1139,['waiter'],0,"['when', 'my', 'dessert', 'came', 'there', 'was', 'a', 'candle', 'in', 'it', 'not', 'because', 'anyone', 'asked', 'for', 'one', 'but', 'because', 'the', 'aspect', 'term', 'must', 'have', 'seen', 'me', 'opening', 'my', 'birthday', 'card', 'and', 'gift', 'and', 'said', 'he', 'knew', 'it', 'was', 'a', 'special', 'occassion', 'of', 'some', 'sort']"
1140,"['dim', 'sum', 'combo']",0,"['i', 'got', 'the', '10', '10', 'piece', 'aspect', 'term', 'every', 'bite', 'of', 'which', 'was', 'great']"
1141,['seating'],2,"['there', 'is', 'also', 'very', 'limited', 'aspect', 'term', 'and', 'there', 'can', 'be', 'a', 'substantial', 'wait', 'in', 'getting', 'food', 'at', 'peak', 'times']"
1142,['food'],1,"['there', 'is', 'also', 'very', 'limited', 'seating', 'and', 'there', 'can', 'be', 'a', 'substantial', 'wait', 'in', 'getting', 'aspect', 'term', 'at', 'peak', 'times']"
1143,['wait'],2,"['there', 'is', 'also', 'very', 'limited', 'seating', 'and', 'there', 'can', 'be', 'a', 'substantial', 'aspect', 'term', 'in', 'getting', 'food', 'at', 'peak', 'times']"
1144,['martini'],1,"['if', ""it's"", 'just', 'a', 'quick', 'aspect', 'term', 'at', 'the', 'bar', 'which', 'i', 'recommend', ""jeffery's"", 'or', 'a', 'mind', 'blowing', 'roast', 'chicken', 'go', 'to', 'village']"
1145,['bar'],1,"['if', ""it's"", 'just', 'a', 'quick', 'martini', 'at', 'the', 'aspect', 'term', 'which', 'i', 'recommend', ""jeffery's"", 'or', 'a', 'mind', 'blowing', 'roast', 'chicken', 'go', 'to', 'village']"
1146,"['roast', 'chicken']",0,"['if', ""it's"", 'just', 'a', 'quick', 'martini', 'at', 'the', 'bar', 'which', 'i', 'recommend', ""jeffery's"", 'or', 'a', 'mind', 'blowing', 'aspect', 'term', 'go', 'to', 'village']"
1147,['table'],1,"['there', 'was', 'a', 'long', 'wait', 'for', 'a', 'aspect', 'term', 'outside', 'but', 'it', 'was', 'a', 'little', 'too', 'hot', 'in', 'the', 'sun', 'anyway', 'so', 'our', 'insde', 'table', 'was', 'very', 'nice']"
1148,"['insde', 'table']",0,"['there', 'was', 'a', 'long', 'wait', 'for', 'a', 'table', 'outside', 'but', 'it', 'was', 'a', 'little', 'too', 'hot', 'in', 'the', 'sun', 'anyway', 'so', 'our', 'aspect', 'term', 'was', 'very', 'nice']"
1149,['wait'],2,"['there', 'was', 'a', 'long', 'aspect', 'term', 'for', 'a', 'table', 'outside', 'but', 'it', 'was', 'a', 'little', 'too', 'hot', 'in', 'the', 'sun', 'anyway', 'so', 'our', 'insde', 'table', 'was', 'very', 'nice']"
1150,['prices'],0,"['the', 'aspect', 'term', 'are', 'wonderfully', 'low']"
1151,"['chicken', 'vindaloo']",1,"['if', 'you', 'like', 'spicy', 'food', 'get', 'the', 'aspect', 'term']"
1152,"['spicy', 'food']",1,"['if', 'you', 'like', 'aspect', 'term', 'get', 'the', 'chicken', 'vindaloo']"
1153,"['lunch', 'specials']",0,"['i', 'have', 'never', 'been', 'disappointed', 'but', 'their', 'true', 'strength', 'lays', 'in', 'their', 'amazingly', 'delicious', 'and', 'cheap', 'aspect', 'term']"
1154,"['bar', 'food']",0,"['so', 'much', 'more', 'than', 'the', 'usual', 'aspect', 'term', 'go', 'there', 'to', 'enjoy', 'the', 'menu', 'while', 'sampling', 'one', 'of', 'their', 'hand', 'crafted', 'beers']"
1155,['menu'],0,"['so', 'much', 'more', 'than', 'the', 'usual', 'bar', 'food', 'go', 'there', 'to', 'enjoy', 'the', 'aspect', 'term', 'while', 'sampling', 'one', 'of', 'their', 'hand', 'crafted', 'beers']"
1156,"['hand', 'crafted', 'beers']",0,"['so', 'much', 'more', 'than', 'the', 'usual', 'bar', 'food', 'go', 'there', 'to', 'enjoy', 'the', 'menu', 'while', 'sampling', 'one', 'of', 'their', 'aspect', 'term']"
1157,['drink'],1,"['no', 'free', 'aspect', 'term']"
1158,['food'],0,"['this', 'is', 'my', 'first', 'time', 'writing', 'a', 'review', 'for', 'a', 'restaurant', 'because', 'the', 'aspect', 'term', 'and', 'service', 'was', 'excellent']"
1159,['service'],0,"['this', 'is', 'my', 'first', 'time', 'writing', 'a', 'review', 'for', 'a', 'restaurant', 'because', 'the', 'food', 'and', 'aspect', 'term', 'was', 'excellent']"
1160,['capex'],0,"['while', 'they', 'keep', 'the', 'aspect', 'term', 'to', 'a', 'minimum', 'they', 'do', 'put', 'some', 'cash', 'into', 'the', 'bagels', 'because', 'they', 'among', 'the', 'best', 'in', 'the', 'city']"
1161,['bagels'],1,"['while', 'they', 'keep', 'the', 'capex', 'to', 'a', 'minimum', 'they', 'do', 'put', 'some', 'cash', 'into', 'the', 'aspect', 'term', 'because', 'they', 'among', 'the', 'best', 'in', 'the', 'city']"
1162,['chefs'],1,"['the', 'two', 'star', 'aspect', 'term', 'left', 'quite', 'some', 'time', 'ago', 'to', 'open', 'their', 'own', 'place']"
1163,['decor'],1,"[""don't"", 'waste', 'money', 'on', 'aspect', 'term']"
1164,"['back', 'garden']",0,"['they', 'also', 'have', 'a', 'aspect', 'term', 'open', 'in', 'the', 'summer', 'cute', 'and', 'french', 'with', 'outdoor', 'seating', 'what', 'more', 'could', 'you', 'ask', 'for']"
1165,"['outdoor', 'seatin']",0,"['they', 'also', 'have', 'a', 'back', 'garden', 'open', 'in', 'the', 'summer', 'cute', 'and', 'french', 'with', 'aspect', 'termg', 'what', 'more', 'could', 'you', 'ask', 'for']"
1166,['nigiri'],1,"['i', 'have', 'never', 'before', 'eaten', '40', 'pieces', 'of', 'relatively', 'good', 'aspect', 'term']"
1167,['architecture'],0,"['given', 'the', 'incredible', 'aspect', 'term', 'surrounding', 'it', 'this', 'place', 'has', 'no', 'character']"
1168,['place'],2,"['given', 'the', 'incredible', 'architecture', 'surrounding', 'it', 'this', 'aspect', 'term', 'has', 'no', 'character']"
1169,['dinner'],1,"[""i'd"", 'call', 'it', 'an', ""'italian"", 'aspect', ""term'""]"
1170,['drinks'],0,"['while', 'the', 'place', 'is', 'not', 'a', 'hotspot', 'hangout', 'the', 'aspect', 'term', 'are', 'unique', 'and', 'pack', 'a', 'lot', 'of', 'bang', 'for', 'the', 'buck']"
1171,['place'],2,"['while', 'the', 'aspect', 'term', 'is', 'not', 'a', 'hotspot', 'hangout', 'the', 'drinks', 'are', 'unique', 'and', 'pack', 'a', 'lot', 'of', 'bang', 'for', 'the', 'buck']"
1172,['food'],0,"['have', 'frequented', ""'ino"", 'for', 'several', 'years', 'and', 'the', 'aspect', 'term', 'remains', 'excellent']"
1173,['eggplant'],0,"['their', 'aspect', 'term', 'is', 'so', 'delicate', 'sweet', 'tender']"
1174,['food'],0,"['each', 'bite', 'of', 'aspect', 'term', 'at', 'kai', 'was', 'indeed', 'delicious', 'fresh', 'and', 'elegant']"
1175,['food'],0,"['all', 'the', 'aspect', 'term', 'was', 'excellent', 'considering', 'the', 'quality', 'of', 'food', 'in', 'most', 'moderately', 'priced', 'restaurants', 'is', 'mediocre', 'this', 'was', 'slightly', 'more', 'pricey', 'and', 'well', 'worth', 'it']"
1176,"['quality', 'of', 'food']",0,"['all', 'the', 'food', 'was', 'excellent', 'considering', 'the', 'aspect', 'term', 'in', 'most', 'moderately', 'priced', 'restaurants', 'is', 'mediocre', 'this', 'was', 'slightly', 'more', 'pricey', 'and', 'well', 'worth', 'it']"
1177,['priced'],1,"['all', 'the', 'food', 'was', 'excellent', 'considering', 'the', 'quality', 'of', 'food', 'in', 'most', 'moderately', 'aspect', 'term', 'restaurants', 'is', 'mediocre', 'this', 'was', 'slightly', 'more', 'pricey', 'and', 'well', 'worth', 'it']"
1178,"['mushroom', 'pizza']",0,"['my', 'friend', 'got', 'the', 'aspect', 'term', 'which', 'tasted', 'better']"
1179,"['cod', 'with', 'paella']",2,"['i', 'had', 'the', 'aspect', 'term', 'spicy', 'and', 'very', 'filling', ""i'm"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', 'again', 'a', 'big', 'serving', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'fries']"
1180,"['fish', 'and', 'chips']",2,"['i', 'had', 'the', 'cod', 'with', 'paella', 'spicy', 'and', 'very', 'filling', ""i'm"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'aspect', 'term', 'again', 'a', 'big', 'serving', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'fries']"
1181,['serving'],2,"['i', 'had', 'the', 'cod', 'with', 'paella', 'spicy', 'and', 'very', 'filling', ""i'm"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', 'again', 'a', 'big', 'aspect', 'term', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'fries']"
1182,['fish'],1,"['i', 'had', 'the', 'cod', 'with', 'paella', 'spicy', 'and', 'very', 'filling', ""i'm"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', 'again', 'a', 'big', 'serving', 'at', 'least', '5', 'pieces', 'of', 'aspect', 'term', 'and', 'a', 'basketful', 'of', 'fries']"
1183,['fries'],1,"['i', 'had', 'the', 'cod', 'with', 'paella', 'spicy', 'and', 'very', 'filling', ""i'm"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', 'again', 'a', 'big', 'serving', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'aspect', 'term']"
1184,['place'],0,"[""it's"", 'a', 'shame', 'that', 'a', 'nice', 'convenient', 'aspect', 'term', 'like', 'the', 'pink', 'pony', 'can', 'be', 'so', 'ruined', 'by', 'lousy', 'service']"
1185,['service'],2,"[""it's"", 'a', 'shame', 'that', 'a', 'nice', 'convenient', 'place', 'like', 'the', 'pink', 'pony', 'can', 'be', 'so', 'ruined', 'by', 'lousy', 'aspect', 'term']"
1186,['calamari'],2,"['you', 'should', 'pass', 'on', 'the', 'aspect', 'term']"
1187,"['porcini', 'mushroom', 'pasta', 'special']",2,"['the', 'aspect', 'term', 'was', 'tasteless', 'so', 'was', 'the', 'seafood', 'tagliatelle']"
1188,"['seafood', 'tagliatelle']",2,"['the', 'porcini', 'mushroom', 'pasta', 'special', 'was', 'tasteless', 'so', 'was', 'the', 'aspect', 'term']"
1189,"['spicy', 'wontons']",0,"['try', 'the', 'aspect', 'term', 'and', 'the', 'salt', 'pepper', 'shrimps']"
1190,"['salt', 'pepper', 'shrimps']",0,"['try', 'the', 'spicy', 'wontons', 'and', 'the', 'aspect', 'term']"
1191,"['food', 'portions']",0,"['the', 'aspect', 'term', 'are', 'really', 'large']"
1192,['fries'],0,"['the', 'aspect', 'term', 'are', 'yummy']"
1193,['staff'],0,"['friendly', 'and', 'informative', 'aspect', 'term', 'very', 'attentive', 'and', 'prompt', 'raw', 'bar', 'service']"
1194,"['bar', 'service']",0,"['friendly', 'and', 'informative', 'staff', 'very', 'attentive', 'and', 'prompt', 'raw', 'aspect', 'term']"
1195,"['taiwanese', 'food']",0,"['best', 'aspect', 'term', 'in', 'ny']"
1196,['food'],0,"['this', 'place', 'is', 'a', 'great', 'stop', 'for', 'great', 'aspect', 'term']"
1197,['pastas'],0,"['all', 'the', 'aspect', 'term', 'are', 'fantastic', 'and', 'the', 'homemade', 'lasagna', 'is', 'some', 'of', 'the', 'best', 'that', 'i', 'have', 'had', 'in', 'the', 'city']"
1198,"['homemade', 'lasagna']",0,"['all', 'the', 'pastas', 'are', 'fantastic', 'and', 'the', 'aspect', 'term', 'is', 'some', 'of', 'the', 'best', 'that', 'i', 'have', 'had', 'in', 'the', 'city']"
1199,"['dessert', 'menu']",1,"['we', 'laughed', 'when', 'he', 'finally', 'offered', 'us', 'a', 'aspect', 'term', 'and', 'we', 'left', 'a', '10', 'percent', 'tip', 'which', 'was', 'generous', 'i', 'feel']"
1200,['tip'],0,"['we', 'laughed', 'when', 'he', 'finally', 'offered', 'us', 'a', 'dessert', 'menu', 'and', 'we', 'left', 'a', '10', 'percent', 'aspect', 'term', 'which', 'was', 'generous', 'i', 'feel']"
1201,['prices'],2,"['and', 'the', 'aspect', 'term', 'were', 'way', 'to', 'high', 'for', 'what', 'you', 'get']"
1202,['staff'],2,"['the', 'aspect', 'term', 'ignored', 'my', 'friends', 'and', 'i', 'the', 'entire', 'time', 'we', 'were', 'there']"
1203,['service'],2,"['yet', 'paired', 'with', 'such', 'rude', 'aspect', 'term', 'would', 'never', 'recommend', 'for', 'anyone', 'interested', 'in', 'carrying', 'any', 'kind', 'of', 'conversation', 'while', 'there']"
1204,['music'],0,"['the', 'in', 'house', 'lady', 'dj', 'on', 'saturday', 'nights', 'has', 'outrageously', 'good', 'taste', 'in', 'aspect', 'term', 'and', 'moreover', 'takes', 'requests']"
1205,"['in', 'house', 'lady', 'dj']",0,"['the', 'aspect', 'term', 'on', 'saturday', 'nights', 'has', 'outrageously', 'good', 'taste', 'in', 'music', 'and', 'moreover', 'takes', 'requests']"
1206,['rolls'],1,"['i', 'need', 'at', 'least', 'three', 'aspect', 'term', 'to', 'be', 'full', 'and', ""that's"", 'at', 'least', '14', '00']"
1207,"['wine', 'list']",0,"['great', 'aspect', 'term', 'reasonably', 'priced', 'sara']"
1208,['priced'],0,"['great', 'wine', 'list', 'reasonably', 'aspect', 'term', 'sara']"
1209,"['hot', 'dogs']",2,"['the', 'aspect', 'term', 'were', 'cold', 'in', 'the', 'middle', 'and', 'the', 'buns', 'were', 'stale']"
1210,['buns'],2,"['the', 'hot', 'dogs', 'were', 'cold', 'in', 'the', 'middle', 'and', 'the', 'aspect', 'term', 'were', 'stale']"
1211,['food'],0,"['while', 'the', 'aspect', 'term', 'was', 'excellent', 'it', ""wasn't"", 'cheap', 'though', 'not', 'extremely', 'expensive', 'either']"
1212,"['beef', 'noodle', 'soup']",0,"['aspect', 'term', 'is', 'good', 'as', 'well']"
1213,"['delivery', 'service']",0,"['aspect', 'term', 'is', 'great', 'too']"
1214,['food'],0,"['the', 'aspect', ""term's"", 'dazzling', 'flavors', 'overwhelm', 'the', 'palate', 'truly', 'embracing', 'the', 'beauty', 'of', 'authentic', 'thai', 'cuisine']"
1215,"['thai', 'cuisine']",0,"['the', ""food's"", 'dazzling', 'flavors', 'overwhelm', 'the', 'palate', 'truly', 'embracing', 'the', 'beauty', 'of', 'authentic', 'aspect', 'term']"
1216,['flavors'],0,"['the', ""food's"", 'dazzling', 'aspect', 'term', 'overwhelm', 'the', 'palate', 'truly', 'embracing', 'the', 'beauty', 'of', 'authentic', 'thai', 'cuisine']"
1217,['service'],0,"['i', 'recieved', 'prompt', 'aspect', 'term', 'with', 'a', 'smile']"
1218,['pizza'],2,"['they', 'pray', 'to', 'their', 'food', 'gods', 'to', 'make', 'them', 'into', 'a', 'good', 'aspect', 'term', 'like', ""vt's""]"
1219,['place'],0,"['the', 'aspect', 'term', 'was', 'quiet', 'and', 'delightful']"
1220,['food'],0,"['the', 'aspect', 'term', 'is', 'a', 'diamond', 'in', 'rough', 'the', 'food', 'is', 'delicious', 'and', 'homemade', 'with', 'the', 'perfect', 'balance', 'of', 'herbs', 'and', 'tomatoes']"
1221,['food'],0,"['the', 'food', 'is', 'a', 'diamond', 'in', 'rough', 'the', 'aspect', 'term', 'is', 'delicious', 'and', 'homemade', 'with', 'the', 'perfect', 'balance', 'of', 'herbs', 'and', 'tomatoes']"
1222,['herbs'],0,"['the', 'food', 'is', 'a', 'diamond', 'in', 'rough', 'the', 'food', 'is', 'delicious', 'and', 'homemade', 'with', 'the', 'perfect', 'balance', 'of', 'aspect', 'term', 'and', 'tomatoes']"
1223,['tomatoes'],0,"['the', 'food', 'is', 'a', 'diamond', 'in', 'rough', 'the', 'food', 'is', 'delicious', 'and', 'homemade', 'with', 'the', 'perfect', 'balance', 'of', 'herbs', 'and', 'aspect', 'term']"
1224,['food'],0,"['as', 'much', 'as', 'i', 'like', 'the', 'aspect', 'term', 'there', 'i', ""can't"", 'bring', 'myself', 'to', 'go', 'back']"
